title,label,confidence,brandname,verdict,status,flags,reasoning
Kcco Tray Big,Branded,0.0,KCCO,D,grey,likely_wrong,"The title consists of 'KCCO' followed by a product descriptor 'Tray Big'. 'KCCO' occupies the lead/maker-name slot in the title and is not a known vernacular word in any Indian language, nor a generic commodity term, nor an internal numeric code. It is an unrecognized token that does not correspond to any common food, household, or descriptive word. While I cannot recall a verified brand history for KCCO, it functions structurally as a brand/manufacturer identifier prefix to the product description 'Tray Big'. Morphology-based inference: the all-caps acronym format (four consonant letters) is consistent with a manufacturer or brand abbreviation pattern common in B2B packaging/disposables catalogs. Flagging as branded on structural grounds, with the caveat that 'KCCO' is an unrecognized token and no ownership details can be confirmed."
#_# Greeting Card - Sassy Teaspoon,Branded,0.0,Sassy Teaspoon,D,grey,likely_wrong,"The title follows the 'product - Seller/Brand' pattern where 'Greeting Card' is the product and 'Sassy Teaspoon' occupies the trailing seller/brand slot after the dash. 'Sassy Teaspoon' is not a generic food or household word in any Indian vernacular language; it is a coined English phrase used as a brand or seller identity. While I cannot recall a specific corporate owner or registration for 'Sassy Teaspoon', the structural slot it occupies (post-dash suffix) is a recognized seller/brand identifier in this catalog format. Morphology-based inference supports this as a D2C or small seller brand name, but the primary evidence is structural: the 'product - X' format where X names the maker/seller. Unrecognized token in terms of verified corporate ownership, but the slot-based rule classifies it as branded."
NATURESMITH PAPRIKA POWDER 60GM,Branded,0.0,NATURESMITH,D,grey,likely_wrong;morphology_guard,"NATURESMITH occupies the first token position in the title, functioning as the manufacturer/brand identifier before the product descriptor 'PAPRIKA POWDER 60GM'. PAPRIKA POWDER is a generic spice descriptor; 60GM is a weight/packaging unit. NATURESMITH is an unrecognized token as a globally famous brand, but it is a coined compound word (NATURE + SMITH) that appears as a brand name for packaged spices/food products sold in the Indian market. While this is partially morphology-based inference, the structural slot (leading token before product noun) is consistent with a brand name position. The word has no known vernacular meaning in any Indian language or in English as a common noun. It is not a generic food or household word. Conclusion: NATURESMITH is the brand name, product is branded."
#_# Cacao Crispy - Ether,Branded,0.0,Ether,D,grey,likely_wrong,"The title follows the 'product - seller/brand' pattern common in this catalog. 'Cacao Crispy' is the product description (a chocolate-flavored crispy snack). 'Ether' occupies the trailing '- X' suffix slot, which per catalog conventions identifies the maker or seller. 'Ether' is not a vernacular food word in any Indian language; it is not a generic commodity term. While I cannot recall a verified corporate history for 'Ether' as a food brand, the structural slot it occupies (post-dash suffix) is the brand/seller identifier slot. Morphology-based inference, not recalled knowledge: 'Ether' reads as a coined brand name, but the primary evidence is structural (suffix slot), not morphological. Classified as Branded with 'Ether' as the brand name."
Termocool morded box,Branded,0.0,Termocool,D,grey,likely_wrong;morphology_guard,"The title contains 'Termocool', which occupies the lead/maker-name slot in the title structure. 'Termocool' is a coined compound word (Termo = thermal, cool = cooling) used as a brand name for insulated/thermocol packaging products. It is not a generic vernacular word in any Indian language. 'Morded box' appears to be a phonetic/OCR corruption of 'moulded box', describing the product type. Termocool is a recognized brand name for thermocol/EPS insulated packaging in the Indian market. Morphology-based inference partially applies here as I cannot recall a specific registered owner, but the token 'Termocool' functions as a proper noun in the maker-name slot and is not a generic commodity descriptor. Flagging: morphology-based inference, not fully recalled knowledge — but the structural position and coined nature of the word support Branded classification."
Thai Jasmine Rice 2kg pkt MBK,Branded,0.0,MBK,D,grey,likely_wrong;morphology_guard,"The token 'MBK' appears in the trailing suffix slot of the title ('product - X' pattern), which in this catalog conventionally identifies the seller or brand. 'Thai Jasmine Rice 2kg pkt' is a pure commodity/packaging description. 'MBK' is therefore functioning as a brand/seller identifier. I do not have recalled knowledge of a specific registered company named MBK in the Indian grocery trade, so this is partially a morphology-based inference from structural slot position, but the structural evidence (trailing identifier after a commodity description) is strong. Unrecognized token as a specific entity, but classified as branded due to slot position."
Keto Blueberry Cheesecake Ice Cream - 100 ml RM,Branded,0.0,RM,D,grey,likely_wrong,"The title follows the catalog pattern 'product description - seller/brand name', where 'RM' occupies the trailing suffix slot after the hyphen. 'Keto Blueberry Cheesecake Ice Cream' is a product description, and '100 ml' is a pack size. 'RM' in the trailing position functions as a seller or brand identifier per the catalog's structural convention. I do not have recalled knowledge of a specific company named 'RM' in the Indian ice cream market, but structurally it occupies the brand/seller slot. Morphology-based inference, not recalled knowledge, supports treating 'RM' as a brand/seller code in this slot rather than a product attribute, since no product attribute meaning for 'RM' applies to ice cream (it is not a standard unit, ingredient, or descriptor for this product type)."
SAMSEER MARK,Branded,0.0,SAMSEER MARK,D,grey,likely_wrong;morphology_guard,"The title 'SAMSEER MARK' does not correspond to any known generic, vernacular, or commodity food/household word in Hindi, Urdu, or other Indian languages. 'Samseer' (also spelled 'Shamshir') is a Persian/Urdu word for a curved sword, but 'SAMSEER MARK' as a two-word unit functions as a brand or trade mark identifier — the word 'MARK' in Indian B2B/trade contexts is commonly appended to a seller or brand name to denote a registered trade mark or brand line (e.g., 'XYZ MARK' = the XYZ brand). The combination 'SAMSEER MARK' occupies the full title slot with no product descriptor present, strongly indicating this is a brand/seller name rather than a product description. Unrecognized token as a nationally known brand — morphology-based inference that this is a small/local seller or D2C brand name, not recalled knowledge of a specific manufacturer. No generic commodity meaning exists for the phrase 'SAMSEER MARK' as a whole."
#_# Rocky Road Ice-cream Tub (100ml) - Meemees,Branded,0.0,Meemees,D,grey,likely_wrong,"The title follows the catalog pattern 'product description - SellerName', where 'Meemees' occupies the trailing seller/brand suffix slot after the hyphen. 'Rocky Road Ice-cream Tub (100ml)' is the product description (Rocky Road is a flavor, 100ml is the pack size). 'Meemees' is not a known vernacular Hindi/regional food word; it appears to be a coined brand name for an ice-cream seller or small/D2C brand. Unrecognized token as a large national brand, but per the rules, a seller name in the trailing '- X' slot counts as branded. Morphology-based inference that 'Meemees' is a brand name (playful reduplication typical of food/dessert brands), not recalled knowledge of a specific registered entity. The product is therefore BRANDED under the seller-name-in-suffix rule."
#_# Sugar Free Chocolate Hazelnut Ice Cream Tub (125 ml) - Bina,Branded,0.0,Bina,D,grey,likely_wrong,"The title follows the catalog pattern 'product description - SellerName', where 'Bina' occupies the trailing seller/brand suffix slot after the dash. 'Bina' is an unrecognized token as a brand — I cannot recall a nationally known ice cream brand called Bina — however, its structural position in the '- X' suffix slot is a strong indicator of a seller or brand name per the catalog rules. The product description 'Sugar Free Chocolate Hazelnut Ice Cream Tub (125 ml)' is a complete commodity description on its own, making 'Bina' a standalone identifier rather than part of the product description. 'Bina' is also a common Hindi/Urdu word meaning 'without' or a personal name, but in this structural slot it functions as a brand/seller identifier, not as a descriptor. Morphology-based inference, not recalled knowledge, supports this as a small/local/D2C seller name. Per catalog rules, a seller name in the trailing '- X' slot counts as branded."
MRD Stickers,Branded,0.0,MRD,D,grey,likely_wrong,"The title consists of 'MRD' as a distinct initialised token followed by the generic product word 'Stickers'. 'MRD' is not a vernacular food/household word in any Indian language; it functions as a brand/seller identifier in the head position of the title. It is an unrecognized token in the sense that no large multinational ownership can be recalled, but it is clearly not a generic descriptor — it is an acronym/initialism used as a brand or seller name. Morphology-based inference plays a partial role here, but the structural slot (modifier preceding a generic noun) and the non-descriptive nature of the acronym together support BRANDED classification."
PAPER COVER BROWN - PAPAD,Branded,0.0,PAPAD,D,grey,likely_wrong,"The title follows the catalog pattern 'product description - SellerName'. 'PAPER COVER BROWN' is the product description (a brown paper cover/wrapper). 'PAPAD' occupies the trailing '- X' suffix slot, which per catalog rules identifies the seller/brand name. 'Papad' is a well-known Indian food word (a thin crispy disc snack), but here it is used as a seller name in the suffix slot (Trap #3 in the guidelines: food words used as seller names in the '- X' suffix slot). The structural position — after the dash, following a complete product description — is the defining evidence for brandedness, not the word's food meaning. Therefore this is branded, with 'PAPAD' as the seller/brand name."
Pizza Base 8 inch Whole Wheat Pan Crust (Junos),Branded,0.0,Junos,D,grey,likely_wrong,"The token 'Junos' appears in the trailing parenthetical slot '(Junos)', which in this catalog's naming convention identifies the seller or brand. 'Pizza Base 8 inch Whole Wheat Pan Crust' is the product description. 'Junos' is not a known vernacular word in any major Indian language for a food item or commodity; it functions as a proper brand/seller name. While I do not have detailed recalled knowledge of Junos as a nationally recognized brand, the structural slot it occupies (parenthetical suffix identifying maker/seller) and the fact that it is not a generic food descriptor confirm it as a brand identifier. Morphology-based inference also supports this: 'Junos' has no known meaning as a common noun in Hindi, Tamil, Telugu, or other Indian languages. Classification: Branded."
#_# Sakura Blossom Gateaux (125 Gms) - Ether,Branded,0.0,Ether,D,grey,likely_wrong,"The title follows the catalog pattern 'product description - SellerName', where 'Ether' occupies the trailing seller/brand slot after the dash. 'Sakura Blossom Gateaux' is the product description (a flavored cake/pastry item; 'gateaux' is French for cake, 'sakura blossom' is a flavor/variety descriptor). 'Ether' in this suffix slot functions as the brand or seller name. 'Ether' is an unrecognized token as a food brand — I cannot recall a verified brand history for it — but its structural position in the '- X' suffix slot is consistent with seller/brand identification per catalog conventions. Morphology-based inference partially applies: 'Ether' does not correspond to any known vernacular food word in Indian languages, making a generic/commodity reading unlikely. The product weight '125 Gms' is a packaging specification, not a brand indicator."
Golden Dust,Branded,0.0,Golden Dust,D,grey,likely_wrong,"The title 'Golden Dust' is a two-word coined phrase that does not correspond to any standard commodity descriptor or vernacular food/household word in any major Indian language. It functions as a product/brand name identifier. While I cannot recall a specific large corporate owner, 'Golden Dust' appears as a named spice/masala brand in Indian B2B and retail contexts. The phrase 'golden dust' is not a generic descriptor for any single commodity category — it is a marketing-style name applied to a specific product line. Caveat: specific ownership is an unrecognized token at this level of detail; however, the multi-word coined name structure and its use as a standalone product title (not a descriptor like 'fine yellow powder') supports Branded classification. Morphology-based inference partially applies, but the phrase is not a vernacular food word."
#_# Slide Tru Hamper Box OF 4 Outer - The Tiny Tub,Branded,0.0,The Tiny Tub,D,grey,likely_wrong,"The title follows the pattern 'product description - Seller/Brand Name'. 'Slide Tru Hamper Box OF 4 Outer' is the product description (a sliding hamper box, outer pack of 4). 'The Tiny Tub' occupies the trailing '- X' suffix slot, which in this catalog's naming convention identifies the seller or brand. 'The Tiny Tub' is a coined proper-noun phrase functioning as a brand/seller name — it is not a generic English phrase describing the product. It does not describe a hamper box in any literal sense. While I cannot recall a verified corporate registration for 'The Tiny Tub', the structural slot it occupies (post-dash suffix) is the seller/brand identifier slot per catalog conventions. Morphology-based inference: the phrase 'The Tiny Tub' reads as a D2C or small-seller brand name, but the primary basis for branding is its structural position in the title, not morphology alone."
Fryola Oil,Branded,0.0,Fryola,D,grey,likely_wrong;morphology_guard,"Fryola is a branded cooking/frying oil product. The word 'Fryola' is a coined trade name (combining 'fry' + '-ola', a common suffix in oil brand names such as Mazola, Canola as brand, etc.) used as a product brand identifier, not a generic or vernacular word for oil in any Indian language. The generic word for oil in Hindi/Urdu is 'tel', in Tamil 'ennai', etc. — 'Fryola' is not a common noun in any Indian language. It occupies the brand/modifier slot before the product descriptor 'Oil'. While this may be a smaller or regional brand, the coined nature of the name and its use as a distinguishing identifier before the product category word 'Oil' confirms it as a brand name. Note: morphology-based inference partially applies here — specific ownership details are not recalled from verified knowledge, but the token 'Fryola' is not a generic or vernacular word, making it a brand identifier by elimination."
Gulab Jamun (Wyn),Branded,0.0,Wyn,D,grey,likely_wrong,"The title follows the 'product - seller/brand' pattern: 'Gulab Jamun' is the product (a well-known Indian milk-solid-based sweet, a vernacular/common noun in Hindi/Urdu), and 'Wyn' appears in parentheses in the trailing slot, indicating the brand or seller name. 'Wyn' is an unrecognized token as a standalone brand — I cannot recall a verified brand history for it — but structurally it occupies the brand/seller identifier slot (parenthetical suffix), not the product description slot. Morphology-based inference, not recalled knowledge: 'Wyn' does not correspond to any Hindi/Urdu vernacular food word I can identify, and its placement in the parenthetical slot is consistent with seller/brand labeling conventions in this catalog. Therefore the product is classified as Branded with 'Wyn' as the brand name."
Mixed Veg Pickle (5 kg)-Snacc,Branded,0.0,Snacc,D,grey,likely_wrong,"The title follows the catalog pattern 'product description - SellerName'. 'Mixed Veg Pickle (5 kg)' is the product descriptor (a common Indian condiment, commodity description). 'Snacc' occupies the trailing suffix slot after the hyphen, which in this catalog convention identifies the seller/brand. 'Snacc' is not a standard English, Hindi, or other Indian vernacular word for any food item or unit of measure; it is a coined/stylized spelling of 'snack' used as a brand/seller identity. While I cannot recall a specific registered company history for 'Snacc', the structural slot it occupies (post-hyphen seller tag) is the defining criterion for branding per catalog rules. Morphology-based inference also supports this: the deliberate double-c spelling is a common D2C brand stylization, but the primary basis for the branded classification is the structural slot, not morphology alone."
CELLOFIN PAPER,Branded,0.0,CELLOFIN,D,grey,likely_wrong,"The title consists of two tokens: 'CELLOFIN' and 'PAPER'. 'PAPER' is the generic product descriptor. 'CELLOFIN' occupies the modifier/brand slot preceding the product noun. It is not a known vernacular word in Hindi, Tamil, Telugu, or other major Indian languages meaning a type of paper or commodity. It does not correspond to any standard packaging or material term (e.g., cellophane is spelled differently and is a generic material name, while CELLOFIN is a distinct coined spelling). Unrecognized token as a verified brand with full ownership details, but the structure — coined non-vernacular word + generic product noun — is consistent with a brand name identifying a specific maker or product line of paper. Morphology-based inference plays a partial role here, but the key fact is that CELLOFIN is not a recognized generic, vernacular, or commodity descriptor in any Indian language or standard packaging terminology, leaving it most plausibly as a brand or trade name. Classified as BRANDED with CELLOFIN as the brand name."
#_# Tender Coconut Litchi Ice Pop - Getaway,Branded,0.0,Getaway,D,grey,likely_wrong,"The title follows the pattern 'product description - SellerName', where 'Tender Coconut Litchi Ice Pop' is the product description and 'Getaway' occupies the trailing seller/brand slot after the dash. 'Getaway' is not a vernacular food word in any Indian language; it is an English word used here as a brand identifier for the ice pop product. While I cannot independently verify the full corporate ownership of 'Getaway' as an ice cream/frozen dessert brand from recalled knowledge (unrecognized token as a specific registered brand), the structural slot it occupies — the '- X' suffix position — is consistent with a seller or brand name in this B2B catalog's naming convention. Morphology-based inference supports this reading, but the primary evidence is structural: the dash-separated suffix slot in this catalog is used for brand/seller names, not product descriptors. 'Tender Coconut Litchi Ice Pop' is a complete product description on its own, making 'Getaway' a supplementary identifier, i.e., the brand."
#_# Mango Biscoff Tub - Sassy Teaspoon,Branded,0.0,Sassy Teaspoon,D,grey,likely_wrong,"The title follows the 'product - seller' pattern where 'Sassy Teaspoon' occupies the trailing seller/brand slot after the dash. 'Mango Biscoff Tub' is the product description (a dessert/ice cream tub flavored with mango and Biscoff, the latter being a registered brand by Lotus Bakeries, Belgium). 'Sassy Teaspoon' is a D2C/small food-service brand name — unrecognized token in the sense that I cannot recall a verified corporate registration, but the two-word coined phrase 'Sassy Teaspoon' has no meaning as a common English or Indian vernacular food/household word, making it structurally and semantically a brand/seller identifier in this slot. Morphology-based inference, not recalled knowledge, supports this, but the structural slot evidence (trailing '- X' pattern) is the primary basis for the Branded classification."
#_# Sugar Free Coffee Almond Ice Cream Tub (125 ml) - Bina,Branded,0.0,Bina,D,grey,likely_wrong,"The title follows the catalog pattern 'product description - SellerName', where 'Bina' occupies the trailing seller/brand suffix slot after the hyphen. 'Bina' is an unrecognized token as a brand — I cannot recall a nationally documented brand called 'Bina' for ice cream — however, the structural slot it occupies (post-hyphen suffix) is consistently used in this catalog to denote a seller or brand name, not a product descriptor. 'Bina' is also a common Hindi/Urdu given name and word (meaning 'without' in Hindi, but that reading would be grammatically incomplete here as it would need to precede a noun). In the suffix slot, it functions as a seller/brand identifier. Morphology-based inference plays a partial role, but the primary evidence is structural: the '- X' suffix slot in this catalog denotes branding. Classified as Branded with brand name 'Bina'."
PERFECT NO-BAKE CHEESECAKE MIX (1KG),Branded,0.0,PERFECT,D,grey,likely_wrong,"The title structure is '[Brand] [product description] [size]'. 'PERFECT' occupies the leading modifier/brand slot before 'NO-BAKE CHEESECAKE MIX', functioning as a brand name for a baking mix product. 'NO-BAKE CHEESECAKE MIX' is a standard product descriptor. 'PERFECT' is a known brand in the Indian bakery/food-service ingredients segment, selling mixes and baking ingredients. The word 'perfect' in English is an adjective, but in this catalog context it is capitalized and positioned as the leading brand identifier rather than as a descriptive adjective modifying the product (one would not say 'a perfect no-bake cheesecake mix' as a product category name). However, I must note: while 'PERFECT' is recognized as a brand name in Indian bakery supplies, I cannot independently verify full ownership details with certainty. The structural placement — a single capitalized word preceding a complete product description — is consistent with brand-name usage in this catalog. Morphology-based inference also supports this, but the primary basis is structural slot analysis and partial brand recognition."
Chef's Art - Crispy Cajun Breading Mix 1 Kg H51176,Branded,0.0,Chef's Art,D,grey,likely_wrong;morphology_guard,"The title follows the pattern 'BrandName - ProductDescription Size SKU'. 'Chef's Art' occupies the leading seller/brand slot before the dash, identifying a specific maker or brand line for this Crispy Cajun Breading Mix. The trailing alphanumeric 'H51176' is an internal SKU code. 'Chef's Art' is not a generic food or vernacular word; it is a coined proper-noun brand name used to identify a specific product line. While I cannot recall a large multinational owner for this brand, the structure and naming convention are consistent with a D2C or specialty food brand — morphology-based inference, not recalled knowledge — but the structural slot (pre-dash lead position) is the primary factual basis for classifying it as branded."
#_# Hamper Box Of 2 Outer  - The Tiny Tub,Branded,0.0,The Tiny Tub,D,grey,likely_wrong,"The title follows the 'product - Seller' pattern where 'The Tiny Tub' occupies the trailing seller/brand suffix slot after the dash. 'The Tiny Tub' is a coined proper-noun phrase functioning as a brand or seller name — it is not a generic food/household word in any Indian vernacular language. 'Hamper Box Of 2 Outer' is the product description (a hamper box, outer packaging, quantity 2). The definite article 'The' combined with a noun phrase 'Tiny Tub' is characteristic of a branded entity name rather than a commodity descriptor. While I cannot recall a specific registered company history for 'The Tiny Tub', the structural slot it occupies (post-dash suffix) is the designated seller/brand identifier slot in this catalog's naming convention, which per the definitions counts as branded. Morphology-based inference supports this but the primary basis is the structural slot rule."
#_# Double Chocolate Chip Cookie Premix - 8 pcs - Sweetish,Branded,0.0,Sweetish,D,grey,likely_wrong,"The title follows the 'product - seller/brand' pattern where 'Sweetish' occupies the trailing suffix slot after the dash, identifying the maker or seller. '8 pcs' is a pack-size descriptor. 'Double Chocolate Chip Cookie Premix' is the product description. 'Sweetish' is an unrecognized token as a standalone brand — I cannot recall a verified brand history — but it occupies the structural seller/brand slot in this catalog's naming convention ('product - X'). Morphology-based inference: the word 'Sweetish' does not correspond to any known vernacular food word in Hindi, Tamil, Telugu, or other major Indian languages; it reads as a coined English-style brand name for a bakery/confectionery seller. Per the definitions, a seller name in the trailing 'product - X' slot counts as branded."
Wonder Wipes,Branded,0.0,Wonder Wipes,D,grey,likely_wrong;morphology_guard,"Wonder Wipes is a recognized brand name for wet wipes/cleaning wipes products sold under that specific brand identity. The phrase 'Wonder Wipes' functions as a coined product brand name — 'Wonder' is used as a modifier in a brand-naming pattern rather than as a standalone descriptive adjective, and 'Wipes' is the product category noun. The compound 'Wonder Wipes' identifies a specific maker/brand line. Multiple manufacturers and sellers use 'Wonder Wipes' as a registered or trading brand name (e.g., Wonder Wipes is a known brand in the UK professional cleaning/automotive sector, and similar brand names appear in Indian B2B catalogs). The title contains no generic commodity description beyond the brand name itself. Caveat: specific Indian market ownership is an unrecognized token — the brand identity claim is based on the coined compound functioning as a proper brand name rather than a generic descriptor, with partial morphology-based inference for the Indian B2B context specifically."
GTC Pizza Box 9x9,Branded,0.0,GTC,D,grey,likely_wrong,"The title begins with 'GTC' followed by a product description 'Pizza Box 9x9'. 'GTC' occupies the leading brand/manufacturer slot in the title. It is not a generic English, Hindi, or other vernacular word for any food or packaging concept. It is an initialised/acronym-style token consistent with a manufacturer or brand identifier for packaging products. While I cannot recall a specific verified corporate history for GTC in Indian packaging, the token is not a commodity descriptor, not an internal numeric code, and not a vernacular food word — it functions structurally as a brand prefix. Morphology-based inference, not recalled knowledge, supports treating it as a brand name rather than a generic term. 'Pizza Box 9x9' is clearly the product description (a 9-inch by 9-inch pizza box), leaving 'GTC' as the only candidate brand token."
Wrapper Yellow (12x12) for FLYP,Branded,0.0,FLYP,D,grey,likely_wrong,"The title follows the 'product description - SellerName' pattern: 'Wrapper Yellow (12x12)' is the product descriptor (a yellow wrapping sheet of 12x12 dimensions), and 'FLYP' occupies the trailing seller/brand slot after 'for'. FLYP is an unrecognized token as a standalone entity, but structurally it functions as a brand or seller identifier in this catalog's naming convention. The word 'FLYP' has no known vernacular meaning in Hindi, Tamil, or other major Indian languages, and is not a generic food or packaging term. Morphology-based inference: the all-caps coined spelling is consistent with a brand or seller name, but the primary evidence is structural — the 'for X' suffix slot in this catalog reliably indicates a seller or brand name. Classification: Branded."
