title,label,brandname,conf_phase1,conf_phase2,verdict,status,flags,opus_label,web_findings
Nam Shop Sticker   Prawn Crackers Large,Branded,Nam Shop,0.0003,0.0,D,review,likely_wrong,Branded,"I found no evidence of a company, brand, or seller in India named ""Nam Shop"" connected to prawn crackers or related food products. No trademark or business registry entries matched that name in this context. The only close hit was ""NAM Packaging Private Limited,"" a paper and packaging manufacturer in Faridabad, Haryana—clearly unrelated to food or grocery retail. ([zaubacorp.com](https://www.zaubacorp.com/NAM-PACKAGING-PRIVATE-LIMITED-U21000HR2021PTC093514?utm_source=openai)) Therefore, while ""Nam Shop"" appears in your catalog, it does not correspond to any distinct Indian brand or company in groceries or prawn snack manufacturing based on available public sources."
Triplesec,Branded,Triplesec,0.0006,0.0,D,review,likely_wrong,Branded,"I searched extensively for “Triplesec” as a brand, company, or seller name in the Indian B2B grocery or food-service sector and found no evidence of any Indian company, trademark, D2C label, cloud kitchen, bakery, or supplier using that exact name. Searches for “Triplesec” and variations returned only an external (non‑Indian) cybersecurity firm named Triple SEC based in Silicon Valley, U.S., offering IT security services, but unrelated to grocery or food-service ([triplesecconsulting.com](https://www.triplesecconsulting.com/locations?utm_source=openai)). There were no listings under Indian company registries, marketplaces, or brand catalogs matching the name “Triplesec.” Consequently, while the catalog’s use of “Triplesec” may refer to a real seller, I found no public record linking that name to any known Indian business entity."
Aampanna juice 150ml,Branded,Aampanna,0.0005,0.0,D,review,likely_wrong,Branded,"Here’s what the web reveals about **“Aampanna”** as a brand, company, or seller: • A search for “Aampanna” does not return any standalone company or brand registered under that exact name. There is, however, a **trademark for “Aampanna”** in combination with “Indi Twist Delhi Twister Vodka” owned by **United Spirits Limited**, covering alcoholic beverages in Class 33; this is unrelated to juices or food-service products ([indiafilings.com](https://www.indiafilings.com/search/indi-twist-delhi-twister-vodka-aampanna-label-tm-1289114?utm_source=openai)). • A marketplace listing on **Quicklly (USA)** uses “Aampanna” in the product title “Deep Green Mango Drink Aam Panna Aampanna”, sold by **India Cash Carry Sunnyvale** via Quicklly ([quicklly.com](https://www.quicklly.com/grocery-store/deep-green-mango-drink-aam-panna-aampanna/64005?utm_source=openai)). This suggests “Aampanna” may be a sell"
White sesame Seeds 100G - Sancc,Branded,Sancc,0.0009,0.0,D,review,likely_wrong,Branded,"I found no evidence for a company, brand, or seller named exactly “Sancc” in India related to grocery, food service, or sesame seeds—no listings, trademarks, or marketplaces reference that spelling. However, I did identify ""Sanch Farms Private Limited,"" a D2C food-focused company based in Pune, offering natural food products like cold‑pressed oils and A2 ghee, using the name “Sanch” (without the doubled ‘c’) ([internshala.com](https://internshala.com/company/sanch-farms-private-limited-1729589766/?utm_source=openai)). Given the similarity, it's possible “Sancc” is a typographical variant of “Sanch.” But strictly speaking, “Sancc” appears unregistered in the food business as per current web records. Let me know if you’d like me to dig into similar names like ""Sanch"" further or examine other catalog tokens."
Quarry And Tile Floor Cleaner (120X2Oz),Branded,Quarry And Tile,0.0009,0.0,D,review,likely_wrong,Branded,"I searched the web for any legitimate company, brand, or seller in India using the exact name “Quarry And Tile” associated with floor cleaners or similar products. I found no references to a business, brand, trademark, or listing under that name in India or globally—no domain registrations, product pages, or marketplace offers tied to “Quarry And Tile” as an entity. However, I did find multiple real Indian companies offering tile‑ and stone-care products with similar generic terms (“Stone & Tile Cleaner”), but none appear to use “Quarry And Tile” as their brand or seller identity. For example: • Wallnut Building Solutions markets a “Zeoclean Series” of tile & stone cleaners in Maharashtra and Gujarat—including heavy‑duty, pH‑neutral maintenance, stone‑safe, and daily‑clean variants—but does not use “Quarry And Tile” as a name ([wallnut.co.in](https://wallnut.co.in/?utm_source=openai)). •"
N20 Whipped Cream Chargers,Branded,N20,0.0026,0.0,D,review,likely_wrong,Branded,"I found no evidence of an Indian company, brand, or seller named exactly “N20” in connection with whipped‐cream chargers or related products. The term “N20” appears generically in global product descriptions (e.g. “ISi Eco Series N20 Cream Chargers,” “Fizzywhip N20”) but these refer to nitrous oxide (N₂O) — a chemical designation — rather than an Indian brand or seller ([espressoparts.com](https://www.espressoparts.com/products/isi-eco-series-n20-professional-cream-chargers-24pk?utm_source=openai)). However, I did find an Indian/Bakasi-based seller on the Indonesian marketplace Blibli (not India, but in Southeast Asia) offering “ISI Refill Whip Cream Charger / whip cream maker n20,” where “ISI” is clearly identified as the brand (original Austria), and the seller is “Rotaryana Bekasi” located in Bekasi (Marga Mulya) ([blibli.com](https://www.blibli.com/p/isi-refill-whip-cream-charger-whi"
Prepit Hyderabad Biriyan 1 kg,Branded,Prepit,0.005,0.0,D,review,likely_wrong,Branded,"I found no evidence of any company, brand, seller, or entity in India using the name ""Prepit"" in the context of grocery, food service, or related—especially none tied to Hyderabad or biryani—even after searching terms like “Prepit Hyderabad food” and “Prepit kitchen Hyderabad.” The only relevant matches were: - Prepit: a Canadian SaaS provider of cloud-based food & beverage management and loyalty software headquartered in Toronto, established in 2022 ([exploretech.io](https://www.exploretech.io/en/vendor/prepit?utm_source=openai)). - Prepit: an Australian-owned meal-prep container brand focused on kitchenware, unrelated to food products or Hyderabad ([prepit.com.au](https://www.prepit.com.au/pages/about-us?utm_source=openai)). - Prepit Capsule: a pharmaceutical product (aprepitant) marketed by Khandelwal Laboratories in India, unrelated to food ([1mg.com](https://www.1mg.com/drugs/prepit"
Milkhana Melted Cheese,Branded,Milkhana,0.0248,0.0,D,review,likely_wrong,Branded,"I found no evidence of a company, brand, or seller named “Milkhana” in India connected to dairy, groceries, or melted cheese products. Therefore, the web search did not identify any company or brand matching the name ""Milkhana."" However, I did find a similarly named company, **Milkvana Dairy Private Limited**, a real entity based in Thane, Maharashtra (Shop No. 112, 1st Floor, Block‑3, Emerald Plaza, Hiranandani Meadows) ([thecompanycheck.com](https://www.thecompanycheck.com/company/milkvana-dairy-private-limited/U15209MH2021PTC362223?utm_source=openai)). Despite the similarity in spelling, this company uses the name **Milkvana**, not “Milkhana.” In summary: no result for “Milkhana” as a brand, company, or seller; but “Milkvana Dairy Private Limited” exists and is a legitimate dairy manufacturer in Maharashtra."
Ciclo Printed Cake Box 2Pc,Branded,Ciclo,0.0759,0.0,D,review,likely_wrong,Branded,"Here’s what I found regarding the name ""Ciclo"" as a possible brand, company, or seller in India—not limited to cake boxes: • **Ciclo Cafe Private Limited** — An Indian food and beverage company based in Chennai, Tamil Nadu, incorporated on October 1, 2015. It operates in the accommodation and food service sector, registered under CIN U74900TN2015PTC102418, and has been active with filings as recently as March 31, 2024. ([thecompanycheck.com](https://www.thecompanycheck.com/company/ciclo-cafe-private-limited/U74900TN2015PTC102418?utm_source=openai)) • **Ciclo Café (restaurant chain)** — A café brand under TIAM Foods, with outlets in Chennai’s neighborhoods (Kotturpuram, Anna Nagar, Uthandi, Guindy) and Pondicherry, offering a fusion café experience. ([tiamfoods.com](https://tiamfoods.com/?utm_source=openai)) • **Ciclo (US tech company)** — A cannabis supply-chain technology company founde"
SAMSEER MARK,Branded,Samseer,0.15,0.0,D,review,likely_wrong,Branded,"I found no evidence of a company, brand, D2C label, cloud-kitchen, or seller named **Samseer** in the Indian foodservice or grocery context. No trademarks under the name “Samseer” appear in public Indian trademark listings ([indiafilings.com](https://www.indiafilings.com/search/super-mamma-tm-4815945?utm_source=openai)). The searches did yield individuals named Samseer (e.g., Samseer K, Samseer Mambra), but these are personal profiles on LinkedIn and not relevant to food or brand ownership ([in.linkedin.com](https://in.linkedin.com/in/samseer-k-60a083237?utm_source=openai))."
Shresth Gold Milk 500 Ml,Branded,Shresth Gold,0.0302,0.0,D,review,likely_wrong,Branded,"Here’s what the web reveals about the name **“Shresth Gold”** as it relates to brands, trademarks, or sellers in India: - A company named **“Shresth Dairy”** (Raghuani trading as Shresth Dairy) filed a trademark in class 29 (milk and other dairy products) under the name **“SHRESHTH”**, but that application is **abandoned**, not active. ([indiafilings.com](https://www.indiafilings.com/search/shreshth-tm-1000601?utm_source=openai)) - A private company named **“Shresth International”**, based in Gurgaon (Haryana), operates in grocery and bakery retail, but has no apparent connection to milk or “Gold” product lines. ([bharatibiz.com](https://www.bharatibiz.com/en/shresth-international-098118-73242?utm_source=openai)) - There is **no active trademark** or clearly registered company under the exact name **“Shresth Gold”** in dairy or related categories. - However, a somewhat similar name, **“S"
#_# Big Bag - Stroopie,Branded,Big Bag,0.0995,0.0,D,review,likely_wrong,Branded,"Here’s what I found regarding the candidate name **“Big Bag”** as a brand/company/seller in India: - There is **Big Bags International Private Limited** (often referred to as **Big Bags (India) Pvt. Ltd.**), incorporated around 2000–2000 in Karnataka, headquartered in Bengaluru or Mangalore. It is a manufacturer and exporter of packaging and flexible intermediate bulk containers (FIBC) such as big bags and PE tarpaulins, with certifications like ISO 9001, ISO 22000, HACCP, BRC-IOP, AIB ([exportersindia.com](https://www.exportersindia.com/bigbags/about-us.htm?utm_source=openai)). Its registered offices are in Peenya Industrial Estate, Bangalore (CIN U24304KA2000PTC027403) and Block No. 8 EPIP, Ganjimutt, Mangalore ([thecompanycheck.com](https://www.thecompanycheck.com/company/big-bags-international-private-limited/U24304KA2000PTC027403?utm_source=openai)). - The company employs thousands "
CELLOFIN PAPER,Branded,Cellofin,0.1733,0.0,D,review,likely_wrong,Branded,"Search results show no listing for any brand, company, or seller named “Cellofin” in India or elsewhere, based on multiple web queries of the term in various contexts. Distinctive tokens in the product title—such as “CELLOFIN”—do not appear connected to any registered business, trademark, or marketplace listing on publicly indexed sites. However, a similar‐looking name, “Celofe Pvt. Ltd.,” exists as a Delhi‐based supplier of various cheeses (mascarpone, ricotta, etc.), but this is spelled differently and appears unrelated. ([exportersindia.com](https://www.exportersindia.com/celofe-pvt-ltd/?utm_source=openai))"
Rice Flat Noodle 10mm   500g pkt   How How,Branded,How How,0.2568,0.0,D,review,likely_wrong,Branded,"I conducted a web search for “How How” as a standalone brand or company name in India, especially in the grocery or food-service sector, and found no credible matches—no registered business, trademark, seller listing, or marketplace presence under that exact name. However, I then checked whether “How How” might appear as part of another phrase or tied to another brand (e.g., “– How How” as seller name in this listing), but again found no associations or instances. Therefore, based on available online data, no entity operating in India under the precise name “How How” appears to exist, whether as a brand, company, seller, or marketplace listing."
MRD Stickers,Branded,MRD,0.539,0.0,D,review,likely_wrong,Branded,"Here’s what the web reveals about “MRD” as a company or brand name in India: • MRD India – a market research and consulting firm based in Kolkata, West Bengal. Offers services including market research, brand promotion, strategy consulting, and events ([mrdindia.in](https://www.mrdindia.in/about/?utm_source=openai)). • MRD Laboratory (OPC) Private Limited – a NABL-accredited food and water testing lab located in Kondhwa, Pune, certified under ISO 17025:2017 and ISO 9001:2015 ([mrdlaboratory.in](https://www.mrdlaboratory.in/about.html?utm_source=openai)). • MRD Hotels Private Limited – an active hospitality company founded in July 2006, based in New Delhi, operating in accommodation and food services ([thecompanycheck.com](https://www.thecompanycheck.com/company/mrd-hotels-private-limited/U55204DL2006PTC150534?utm_source=openai)). • Mrd Software Solutions Private Limited – a business outs"
Chilled Chicken Thigh Boneless 1 kg (Rsons),Branded,Rsons,0.6442,0.0,D,review,likely_wrong,Branded,"I found the following legitimate entities in India using the name ""Rsons"" (or close variants): • Rsons Garments Private Limited – a private limited company incorporated on 8 September 2017 in New Delhi, operating in denim and casual wear manufacturing. Headquartered at E‑16/1268 2nd Floor, Bapa Nagar, Karol Bagh, New Delhi, with directors Uday Kumar Sahu and Sobha Kumari ([thecompanycheck.com](https://www.thecompanycheck.com/company/rsons-garments-private-limited/U18209DL2017PTC323391?utm_source=openai)). • Rson (without the “s”) – a supplier based in Mohali, Punjab, established in 1995, trading industrial components like 99.9% pure silver electrodes, programmable timers and motor starters([tradeindia.com](https://www.tradeindia.com/rson-2458375/?utm_source=openai)). No Indian food‑service, grocery, or poultry‑related business named ""Rsons"" appeared in search results tied to that name."
NONBROMITE BREAD IMPROVER 1 KG 0157,Branded,Nonbromite,0.7432,0.0,D,review,likely_wrong,Branded,"I searched extensively for any indications that “Nonbromite” is used as a real brand, company name, trademark, or seller in India. I found **no credible evidence**—no registered company, storefront, marketplace listing, or trademark under that name appears in public sources, directories, or the Indian Trademark Register. I also did not encounter “Nonbromite” being used in any trade names or product lines when searching for the term independently or in related contexts. Because nothing turned up, I can confidently state that no real company or seller using the name “Nonbromite” is known to be operating in India—at least as per publicly available information."
Classic Ice Burst 10 Nos,Branded,Classic Ice Burst,0.8245,0.0,D,review,likely_wrong,Branded,"Here’s what the web reveals about “Classic Ice Burst”: Classic Ice‑Burst is a registered cigarette variant under the “Classic” brand owned by ITC Limited (originally Wills), a major Indian tobacco company. The trademark “Classic Ice Burst” was filed by ITC and registered in India — under Class 34 (tobacco products and smokers’ articles) — on March 19, 2015, with usage dating back to October 7, 2014; renewal is valid until 2035 ([quickcompany.in](https://www.quickcompany.in/trademarks/2925981-classic-ice-burst?utm_source=openai)). The “Classic” brand (by ITC) includes multiple variants such as Classic Ice‑Burst, Classic Double Burst, Classic Verve, and others, and is part of ITC’s cigarette portfolio marketed in India ([en.wikipedia.org](https://en.wikipedia.org/wiki/Classic_%28cigarette%29?utm_source=openai)). Multiple online retailers—including Indie Smoke, Jiffy by Spencers, Quick Comp"
#_# Wooden Spoon - Amore,Branded,Amore,0.8376,0.0,D,review,likely_wrong,Branded,"Here’s what the web reveals about the name **“Amore”** in an Indian context, based on brands, companies, or trademark registrations: 1. **Amore Food Technologies Private Limited** – A private limited company incorporated on 19 February 2024 in Mumbai, Maharashtra, India, operating in the food sector. Address: Andheri (E), Mumbai. ([allindiaitr.com](https://www.allindiaitr.com/company/amore-food-technologies-private-limited/U56290MH2024PTC419605?utm_source=openai)) 2. **Amore Handicraft** – A women‑led, artisanal ceramic brand based in Khurja, India, specializing in handmade tableware and home décor such as mugs, bowls, plates, and serving dishes. ([amorehandicraft.com](https://www.amorehandicraft.com/pages/aboutus?utm_source=openai)) 3. **Trademark AMORE (Class 42)** – Registered in India by Gourmet Italian Food Company Private Limited for provision of food and drink services, temporary "
Pizza Platter Butter Paper 16*9,Branded,Pizza Platter,0.848,0.0,D,review,likely_wrong,Branded,"I searched for “Pizza Platter” as an Indian brand or seller and found the following concrete results: 1. A restaurant named **Pizza Platter** located at Old Padra Road, Sheetal Nagar, Akota, Vadodara, Gujarat – listed as a pizza restaurant (not a packaged goods seller) with address-based listing ([in.infoaboutcompanies.com](https://in.infoaboutcompanies.com/Catalog/GJ/Vadodara/Pizza-Restaurant/Pizza-Platter?utm_source=openai)). I found no evidence of a formal company, brand owner, product line, or trademark explicitly called “Pizza Platter” supplying butter paper or similar items in India."
SP Thundercrush French Fries 9mm,Branded,Thundercrush,0.0001,0.0001,D,review,likely_wrong,Branded,"I found no Indian company, seller, or trademark for the exact name “Thundercrush.” However, a similar‐looking name exists in the U.S. food service context—**Simplot’s “Thunder Crunch® Fries”**, a battered straight‑cut frozen fry product, marketed internationally ([simplotfood.com](https://www.simplotfood.com/sea/products/battered-straight-cut-fries/10071179027515?utm_source=openai)). There is also a Panama‑based **Thundercrush Corp.**, but it is inactive since 2019 and unrelated to food or India ([lei.bloomberg.com](https://lei.bloomberg.com/leis/view/5299004TIRPFFR7SNE84?utm_source=openai)). No Indian entity currently carries the name “Thundercrush” in business directories or trademark records."
XO Sauce Sticker,Branded,XO,0.5964,0.0001,D,review,likely_wrong,Branded,"Here’s what the web reveals regarding “XO” as a brand or seller—specifically within India, but also internationally: • India – Harish Makkar is the registered proprietor of a trademark “XO (LOGO)” in India under Class 30 (confectionery including chocolates), filed in February 2007 and registered as of June 7 2026, with a New Delhi address ([companyvakil.com](https://www.companyvakil.com/trademarksearch/XO-LOGO/1447775?utm_source=openai)). • India – Another Indian trademark “XO” is registered under Class 43 (services like catering, restaurants, fast foods, hotels, etc.), Application No. 2159645 filed June 14 2011, owned by Mr. Vivekanand J. Thakur ([indiafilings.com](https://www.indiafilings.com/search/xo-tm-2159645?utm_source=openai)). • India – A brand “Bechef” sells an “XO Sauce” (200 g jar) manufactured by All That Dips Pvt Ltd in Vadodara, Gujarat—indicating a product line using “XO”"
11.5x11.5 (Round) Sandhouse Butter paper (40GSM),Branded,Sandhouse,0.0028,0.0002,D,review,likely_wrong,Branded,"Here’s what I found regarding the name **Sandhouse** in the context of Indian B2B grocery or food‑service: – The name **“Sandhouse Hospitality Private Limited”** is a legally registered company (CIN U55209HR2017PTC068219), incorporated on March 20, 2017, with its registered office at Office No. G‑28, Ground Floor, Block‑A, Baani Square, Sector‑50, Gurugram (Gurgaon), Haryana ([zaubacorp.com](https://www.zaubacorp.com/SANDHOUSE-HOSPITALITY-PRIVATE-LIMITED-U55209HR2017PTC068219?utm_source=openai)). – This company operates multiple food‑service concepts—namely **Sandburgs**, **Sandhouse – All Day Diner**, and **The Canteen Project**—as described on its official website ([sandhousehospitality.com](https://sandhousehospitality.com/about-us/?utm_source=openai)). – The brand **“Sandhouse – All Day Diner”** is also a filed trademark (Class 43: café and restaurant services), applied for on April "
Outer Bag SOS 70 GSM - Snacc,Branded,Snacc,0.0001,0.0003,D,review,likely_wrong,Branded,"Here’s what the web search reveals about the name **“Snacc”** as a brand or company in India: • **Snacc (clean-label snack brand):** A privately held FMCG snack brand called *Snacc* founded by Shrey Arora, offering clean-label products such as various flavored *makhana* (foxnut) packs. The brand emphasizes ""no additives, no preservatives,"" markets online via its own website (eatsnacc.com), and sells through marketplaces like Amazon, Flipkart, JioMart, Blinkit, and Swiggy. It is based in India, with a small team (2–10 employees) ([eatsnacc.com](https://eatsnacc.com/pages/about-us?utm_source=openai)). • **LinkedIn profile confirmation:** The company is described on LinkedIn as “India’s clean-label snacking brand,” with operations focused on nuts and foxnuts, reinforcing the above details ([linkedin.com](https://www.linkedin.com/company/eat.snacc?utm_source=openai)). • **Other uses of “Snac"
Wrapper Yellow (12x12) for FLYP,Branded,FLYP,0.0007,0.0004,D,review,likely_wrong,Branded,"Here’s what the web reveals about the name **FLYP** in an Indian B2B/food-service context: • **FLYP Corporation Pvt Ltd** — Developer of the mobile app *FLYP – Built to Fly*. It offers an AI-powered supply‐chain operating system targeting Indian retailers, distributors, and product owners, headquartered in Nanded, Maharashtra, India ([play.google.com](https://play.google.com/store/apps/details?id=com.flypnow.business&utm_source=openai)). • **Funbars Hospitality Private Limited** holds a registered Indian trademark for **FLYP** (device mark) under class 43 (services for providing food and drink, temporary accommodation), filed in July 2018 and valid through July 2028, located in New Delhi ([quickcompany.in](https://www.quickcompany.in/trademarks/3882135-flyp?utm_source=openai)). • A **FLYP** trademark application in class 25 (hosiery, readymade garments, shoes) filed by Supin Kundra of *F"
EVD DAIRY WHITENER 1 KG,Branded,EVD,0.0001,0.0007,D,review,likely_wrong,Branded,"I found no evidence online that “EVD” is an established dairy‑whitener brand, company, or registered seller in India. However, I did locate a company named **EVD EMARKET PRIVATE LIMITED**, which appears to be a small, Delhi‑registered IT services firm (not food/dairy) incorporated in December 2014 and involved in ""computer‑related activities"" such as website development ([zaubacorp.com](https://www.zaubacorp.com/EVD-EMARKET-PRIVATE-LIMITED-U72900DL2014PTC263666?utm_source=openai)). I also found **EVD RESEARCH INDIA PRIVATE LIMITED**, which was incorporated in December 2018 in Pune to manufacture electrical equipment but is now listed as struck‑off ([zaubacorp.com](https://www.zaubacorp.com/EVD-RESEARCH-INDIA-PRIVATE-LIMITED-U31900PN2018PTC180684?utm_source=openai)). Neither entity is related to dairy products."
